task_id,rule_name,near_miss_type,matched_cases,total_cases,first_failed_case,reason,suggested_fix
task216,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task217,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task218,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task219,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task220,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task221,CropRule,blocked_by_shared_output_shape,,4,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task222,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task224,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task225,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task226,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task227,GeneralizedPanelRule,panel_rule_near_miss,,4,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task228,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task229,GeneralizedPanelRule,panel_rule_near_miss,,4,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task230,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task231,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task232,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task233,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task234,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task235,GeneralizedPanelRule,panel_rule_near_miss,,4,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task237,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task238,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task239,CropRule,blocked_by_shared_output_shape,,4,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task240,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task241,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task242,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task243,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task244,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task245,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task246,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task247,CropRule,blocked_by_shared_output_shape,,6,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task248,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task249,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task250,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task252,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task253,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task254,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task255,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task256,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task257,GeneralizedPanelRule,panel_rule_near_miss,,6,,no generalized panel extraction or operation matches all train cases,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task260,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task261,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task262,GeneralizedPanelRule,panel_rule_near_miss,,4,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task263,StridedSubsampleRule,blocked_by_shared_shape,,4,,strided_subsample_requires_shared_shapes,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task264,StridedSubsampleRule,blocked_by_shared_shape,,2,,strided_subsample_requires_shared_shapes,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task265,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task266,GeneralizedPanelRule,panel_rule_near_miss,,4,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task268,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task269,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task270,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task271,GeneralizedPanelRule,panel_rule_near_miss,,4,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task273,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task274,StridedSubsampleRule,blocked_by_shared_shape,,6,,strided_subsample_requires_shared_shapes,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task275,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task277,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task278,OneStepTranslationRule,blocked_by_shared_shape,,2,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task279,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task280,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task281,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task282,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task283,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task284,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task285,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task286,OneStepTranslationRule,blocked_by_shared_shape,,2,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task288,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task289,CropRule,blocked_by_shared_output_shape,,5,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task292,OneStepTranslationRule,blocked_by_shared_shape,,5,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task293,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task295,CropRule,blocked_by_shared_output_shape,,5,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task296,GeneralizedPanelRule,panel_rule_near_miss,,5,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task297,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task298,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task299,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task300,CropRule,blocked_by_shared_output_shape,,4,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task301,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task302,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task303,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task304,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task305,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task306,OneStepTranslationRule,blocked_by_shared_shape,,2,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task308,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task310,StridedSubsampleRule,blocked_by_shared_shape,,3,,strided_subsample_requires_shared_shapes,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task312,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task313,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task314,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task315,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task316,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task317,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task319,CropRule,blocked_by_shared_output_shape,,4,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task320,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task321,GeneralizedPanelRule,panel_rule_near_miss,,5,,no generalized panel extraction or operation matches all train cases,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task322,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task323,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task324,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task325,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task327,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task328,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task329,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task330,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task331,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task332,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task333,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task334,GeneralizedPanelRule,panel_rule_near_miss,,7,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task335,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task336,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task338,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task339,CropRule,blocked_by_shared_output_shape,,4,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task340,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task341,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task342,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task343,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task344,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task345,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task347,GeneralizedPanelRule,panel_rule_near_miss,,5,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task348,OneStepTranslationRule,blocked_by_shared_shape,,2,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task349,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task350,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task351,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task353,OneStepTranslationRule,blocked_by_shared_shape,,7,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task354,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task356,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task357,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task358,OneStepTranslationRule,blocked_by_shared_shape,,2,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task359,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task360,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel extraction or operation matches all train cases,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task361,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task362,GeneralizedPanelRule,panel_rule_near_miss,,4,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task363,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task364,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task365,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task366,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task367,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task368,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task369,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task370,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task371,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task372,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel extraction or operation matches all train cases,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task373,GeneralizedPanelRule,panel_rule_near_miss,,2,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task374,GeneralizedPanelRule,panel_rule_near_miss,,4,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task375,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task376,CropRule,blocked_by_shared_output_shape,,2,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task377,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task378,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task379,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task381,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task382,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task383,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task384,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task387,OneStepTranslationRule,blocked_by_shared_shape,,4,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task388,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task389,OneStepTranslationRule,blocked_by_shared_shape,,3,,translation_requires_one_shared_grid_size,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task390,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task391,StridedSubsampleRule,blocked_by_shared_shape,,4,,strided_subsample_requires_shared_shapes,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task392,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task393,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task394,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task395,GeneralizedPanelRule,panel_rule_near_miss,,5,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task396,CropRule,blocked_by_shared_output_shape,,3,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task397,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
task398,CropRule,blocked_by_shared_output_shape,,5,,crop_requires_one_shared_output_size,Allow per-case output shape when the rule semantics can infer active output area safely.
task399,StridedSubsampleRule,blocked_by_shared_shape,,8,,strided_subsample_requires_shared_shapes,Remove cross-case shared-shape requirement; operate on padded 30x30 with active-cell semantics.
task400,GeneralizedPanelRule,panel_rule_near_miss,,3,,no generalized panel layout found,Add panel selection/extraction probes beyond binary AND/OR/XOR panel operations.
